#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2026-03-02T07:55:47 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-03-02T07:55:47	  Query execution date
#INFO	request=https://vizier.u-strasbg.fr/viz-bin/asu-tsv?-source=VII%2F290%2Fcatalog&-out=Name%2CRAJ2000%2CDEJ2000%2Cz%2CType%2CRmag&-out.max=200000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7290
#Name: VII/290
#Title: The Million Quasars (Milliquas) catalogue, version 7.2 (Flesch, 2021)
#INFO	ivoid=ivo://cds.vizier/vii/290	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/vii/290	    IVOID of underlying data collection
#INFO	creator=Flesch E.W.	    First author or institution
#INFO	cites=bibcode:2015PASA...32...10F	    Article or Data origin sources
#INFO	journal=PASA	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/290	    Dataset landing page
#INFO	publication_date=2024-02-13	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VII_290_catalog:
#Name: VII/290/catalog
#Title: The catalogue (v7.2), 30-April-2021
#Column	Name	(A25)	ID from the literature, or J2000 (2)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F11.7)	Right ascension J2000 (degrees) (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.7)	Declination J2000 (degrees) (1)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F6.3)	? Redshift from the literature or estimated (7)	[ucd=src.redshift]
#Column	Type	(A4)	Classification of object, and associations (3)	[ucd=meta.code.class;src.class]
#Column	Rmag	(F5.2)	? Red optical magnitude (4)	[ucd=phot.mag;em.opt.R]
Name	RAJ2000	DEJ2000	z	Type	Rmag
SDSS J010531.07+315754.1 	016.3794717	+31.9650740	 1.664	Q   	20.68
WISEA J010531.13-241510.1	016.3797865	-24.2528389	 1.100	qX  	20.05
SDSS J010531.27+303847.6 	016.3803028	+30.6465649	 1.732	Q   	21.58
WISEA J010531.33+195101.5	016.3805538	+19.8504365	 0.100	q   	16.78
SDSS J010531.35+205531.7 	016.3806044	+20.9254922	 1.640	Q   	21.02
SDSS J010531.38+095645.6 	016.3807730	+09.9460315	 1.451	Q   	20.55
J010531.38-611409.8      	016.3807778	-61.2360556	      	R   	20.45
SDSS J010531.37+303720.3 	016.3808000	+30.6223302	 1.171	Q   	19.57
WISEA J010531.17-832359.6	016.3808983	-83.3999342	 1.100	q   	19.36
2QZ J010531.4-302153     	016.3809445	-30.3648477	 0.074	K   	19.38
SDSS J010531.45+134743.4 	016.3810489	+13.7954022	 2.997	Q   	18.57
WISEA J010531.46+110223.4	016.3811022	+11.0398586	 0.200	q   	19.34
Q 0103-3903              	016.3811109	-38.7828080	 2.370	Q   	18.80
SDSS J010531.52+473932.3 	016.3813603	+47.6590020	 0.510	Q   	17.97
SDSS J010531.57+003511.8 	016.3815539	+00.5866420	 0.890	Q   	21.03
SDSS J010531.61-021233.2 	016.3817451	-02.2092426	 1.923	Q   	21.48
2QZ J010531.6-305248     	016.3819215	-30.8799292	 0.781	Q   	18.81
SDSS J010531.66+001135.6 	016.3819230	+00.1932398	 1.105	Q   	22.30
Q 0103-4052              	016.3820107	-40.6061697	 2.120	Q   	19.14
SDSS J010531.71+011624.3 	016.3821647	+01.2734405	 2.057	Q   	21.91
SDSS J010531.78+174510.2 	016.3824304	+17.7528358	 2.000	Q   	21.64
SDSS J010531.79+090132.5 	016.3824778	+09.0257190	 1.472	Q   	20.65
SDSS J010531.79+175227.0 	016.3824986	+17.8741711	 1.970	Q   	21.88
WISEA J010531.90+180222.1	016.3828969	+18.0394460	 1.300	q   	19.72
SDSS J010531.92+103609.5 	016.3830140	+10.6026503	 1.666	Q   	21.99
SDSS J010531.93+352144.4 	016.3830433	+35.3623342	 2.306	Q   	21.06
SDSS J010531.95+135548.8 	016.3831244	+13.9302596	 1.797	Q   	19.19
SDSS J010531.99+272427.6 	016.3833210	+27.4076639	 0.426	A   	18.53
SDSS J010532.03+293813.1 	016.3834869	+29.6369951	 1.840	Q   	21.44
SDSS J010532.05+191143.2 	016.3835682	+19.1953603	 1.088	Q   	21.65
SDSS J010532.07+080520.7 	016.3836452	+08.0890898	 1.681	Q   	18.63
SDSS J010532.10+335342.5 	016.3837496	+33.8951707	 0.646	Q   	19.90
SDSS J010532.10+154549.7 	016.3837502	+15.7638263	 2.867	Q   	21.79
SDSS J010532.10+022157.5 	016.3837526	+02.3659891	 0.642	Q   	21.45
CS 186                   	016.3838631	-26.8592308	 2.180	QX  	18.24
WISEA J010532.19-110208.5	016.3841593	-11.0357059	 1.600	q   	17.57
SDSS J010532.21+014316.9 	016.3842188	+01.7213887	 1.073	Q   	21.44
J010532.24-095900.1      	016.3843585	-09.9833685	 1.000	R   	20.76
SDSS J010532.24+340409.6 	016.3843649	+34.0693410	 1.386	QX  	20.95
SDSS J010532.25+073424.1 	016.3843817	+07.5733694	 0.476	Q   	20.12
J010532.35-660833.3      	016.3848031	-66.1425850	      	X   	18.91
SDSS J010532.44-094907.0 	016.3852031	-09.8185957	 1.704	Q   	19.45
WISEA J010532.45+142112.3	016.3852733	+14.3534216	 0.200	q   	17.88
WISEA J010532.50-365546.1	016.3854338	-36.9294446	 0.400	q   	19.64
SDSS J010532.52+230025.0 	016.3854986	+23.0069941	 1.228	Q   	20.64
SDSS J010532.63-000413.2 	016.3859731	-00.0703531	 1.800	Q   	22.46
SDSS J010532.68+222901.0 	016.3861743	+22.4836236	 2.662	Q   	21.40
SDSS J010532.68+010407.9 	016.3862073	+01.0688781	 2.502	Q   	21.42
WISEA J010532.72-124723.5	016.3863350	-12.7898347	 0.900	q   	18.82
SDSS J010532.73-002512.1 	016.3864001	-00.4200400	 1.639	QX  	22.07
SDSS J010532.76+040328.4 	016.3865172	+04.0579018	 2.197	Q   	22.00
SDSS J010532.80+010755.7 	016.3866665	+01.1321444	 0.189	A   	18.99
SDSS J010532.81+081836.3 	016.3867036	+08.3100903	 0.963	Q   	19.47
SDSS J010532.93+143215.8 	016.3872332	+14.5377353	 2.482	Q   	21.06
Q 0103-4123              	016.3874171	-41.1195665	 2.180	Q   	18.73
WISEA J010532.98-263657.0	016.3874365	-26.6158578	 0.400	q   	19.80
SDSS J010533.01+213418.2 	016.3875623	+21.5717474	 1.256	Q   	19.38
2QZ J010533.0-273652     	016.3878674	-27.6144535	 0.520	Q   	19.06
WISEA J010533.08-175912.9	016.3878786	-17.9869133	 2.400	q   	18.07
SDSS J010533.10+004520.9 	016.3879045	+00.7558328	 2.480	Q   	20.02
SDSS J010533.12+164252.2 	016.3880213	+16.7145224	 0.857	Q   	21.35
WISEA J010533.12-060336.2	016.3880373	-06.0600204	 1.000	q   	19.40
LAMOSTJ010533.13+445909.8	016.3880582	+44.9860778	 1.645	Q   	18.83
LAMOSTJ010533.15+031955.8	016.3881271	+03.3321904	 2.160	Q   	18.65
SDSS J010533.16+213444.3 	016.3881983	+21.5789743	 3.500	qR  	19.98
SDSS J010533.17-042448.1 	016.3882054	-04.4133620	 2.460	Q   	19.70
SDSS J010533.19-041859.3 	016.3882804	-04.3164745	 2.428	Q   	21.55
WISEA J010533.20+041646.1	016.3883687	+04.2794923	 1.500	q   	22.26
WISEA J010533.20-160138.9	016.3883817	-16.0274781	 1.300	q   	19.03
SDSS J010533.31+060223.9 	016.3888283	+06.0400214	 2.161	Q   	20.15
SDSS J010533.35-033016.3 	016.3889877	-03.5045513	 2.627	Q   	21.72
WISEA J010533.39-570653.0	016.3891554	-57.1148077	 0.300	q   	19.52
WISEA J010533.42-114920.7	016.3892632	-11.8224440	 0.500	q   	20.03
J010533.58-244130.9      	016.3899167	-24.6919167	      	X   	20.96
WISEA J010533.60-322145.6	016.3900365	-32.3626666	 1.300	q   	20.18
SDSS J010533.60+054511.4 	016.3900393	+05.7531712	 1.257	Q   	20.23
SDSS J010533.71+102419.6 	016.3904614	+10.4054599	 1.237	Q   	18.53
WISEA J010533.74-111247.6	016.3906379	-11.2132371	 0.700	q   	19.98
SDSS J010533.75+343643.5 	016.3906656	+34.6121005	 1.378	Q   	21.02
SDSS J010533.77+224022.1 	016.3907881	+22.6728551	 2.462	Q   	20.69
LAMOSTJ010533.78+392156.6	016.3908153	+39.3657667	 0.117	A   	17.76
WISEA J010533.83+260416.5	016.3910580	+26.0712891	 0.200	q   	19.27
SDSS J010533.85+343005.3 	016.3910666	+34.5014724	 1.499	Q   	19.74
2SLAQ J010533.86-002922.0	016.3911085	-00.4894535	 2.466	Q   	21.72
SDSS J010533.95+323305.3 	016.3915010	+32.5514878	 1.840	Q   	19.23
SDSS J010534.00+175415.0 	016.3916571	+17.9042057	 1.819	Q   	20.02
WISEA J010534.03+513306.8	016.3918363	+51.5519248	 0.800	q   	19.29
SDSS J010534.05+064536.2 	016.3919042	+06.7600743	 1.419	Q   	21.60
SDSS J010534.05+001137.4 	016.3919100	+00.1937431	 0.271	N   	19.48
J010534.07-720953.0      	016.3919728	-72.1647396	      	X   	15.51
SDSS J010534.18-051615.6 	016.3924284	-05.2710201	 2.884	Q   	20.88
WISEA J010534.17+383037.5	016.3924531	+38.5103767	 1.800	q   	19.81
SDSS J010534.21-102114.8 	016.3925791	-10.3541058	 1.200	qR  	20.05
LAMOSTJ010534.23+381910.4	016.3926331	+38.3196214	 1.606	Q   	18.87
SDSS J010534.26+202600.3 	016.3927782	+20.4334190	 1.626	Q   	21.54
J010534.27-715437.7      	016.3928056	-71.9104723	      	X   	20.88
SDSS J010534.48-034335.2 	016.3936849	-03.7264518	 2.685	Q   	22.01
SDSS J010534.60+045108.7 	016.3941845	+04.8524326	 1.944	Q   	20.21
SGP I                    	016.3945100	-29.1544317	 2.201	Q   	19.26
2QZ J010534.7-314851     	016.3946667	-31.8141389	 0.051	N   	19.51
CT 344                   	016.3946728	-27.6161972	 0.848	Q   	17.75
SDSS J010534.72+055923.8 	016.3946851	+05.9899524	 2.172	Q   	21.80
SDSS J010534.77-022748.9 	016.3949250	-02.4636019	 2.885	Q   	20.98
WISEA J010534.79-351041.5	016.3949591	-35.1782180	 0.200	q   	18.67
SDSS J010534.79+192454.8 	016.3950013	+19.4152653	 0.184	AX  	17.60
SDSS J010534.88-044431.1 	016.3953434	-04.7419722	 2.073	Q   	20.26
WISEA J010534.92-465958.7	016.3955141	-46.9996353	 1.300	qX  	19.57
SDSS J010534.93+215601.1 	016.3955451	+21.9336442	 2.203	Q   	21.58
SDSS J010534.96+000606.9 	016.3956740	+00.1019440	 1.296	QX  	21.58
WISEA J010535.01-623038.5	016.3959665	-62.5106931	 1.000	q   	18.92
2QZ J010535.0-304556     	016.3961458	-30.7655894	 1.796	Q   	21.02
WISEA J010535.11+430620.2	016.3963224	+43.1055958	 1.700	q   	19.66
WISEA J010535.14+205803.5	016.3964047	+20.9675396	 0.900	q   	20.92
SDSS J010535.15+030611.7 	016.3964589	+03.1032940	 1.109	Q   	18.89
MQS J010535.24-740413.0  	016.3968730	-74.0702766	 2.221	Q   	18.80
SDSS J010535.28+242509.9 	016.3970046	+24.4194287	 1.327	Q   	21.96
MQS J010535.28-723946.2  	016.3970432	-72.6628218	 2.817	QX  	20.02
WISEA J010535.30+143318.1	016.3970974	+14.5550398	 1.800	q   	19.05
SDSS J010535.32+145610.0 	016.3971833	+14.9361220	 2.412	Q   	21.66
SDSS J010535.32+111601.9 	016.3972214	+11.2672050	 3.325	Q   	19.24
WISEA J010535.42-564129.3	016.3975962	-56.6915394	 0.100	q   	19.30
SDSS J010535.47+271402.4 	016.3978207	+27.2340039	 1.557	Q   	19.26
WISEA J010535.43-601049.5	016.3980250	-60.1805787	 1.800	q   	19.32
SDSS J010535.59-002527.5 	016.3983037	-00.4243147	 2.585	QX  	22.10
WISEA J010535.64-134058.9	016.3985310	-13.6830375	 0.200	q   	19.28
6dF J010535.6-040158     	016.3985658	-04.0328781	 0.358	QX  	17.80
SDSS J010535.69+023955.7 	016.3987233	+02.6655319	 1.806	Q   	20.19
SDSS J010535.78+232645.2 	016.3991119	+23.4459362	 0.987	Q   	20.22
LAMOSTJ010535.78+075144.7	016.3991322	+07.8624393	 1.009	QX  	19.00
SDSS J010535.79+201005.4 	016.3991328	+20.1681818	 0.833	Q   	20.12
SDSS J010535.84+095053.6 	016.3993635	+09.8482662	 0.902	Q   	20.75
WISEA J010535.89+333500.2	016.3995432	+33.5833954	 0.500	q   	21.64
SDSS J010535.89+274437.8 	016.3996051	+27.7438520	 1.007	Q   	19.55
SDSS J010535.99+151300.9 	016.3999556	+15.2169329	 1.025	Q2  	18.77
WISEA J010535.99+225328.6	016.3999650	+22.8912949	 0.800	q   	19.84
SDSS J010536.00+250820.7 	016.4000387	+25.1391005	 1.222	Q   	20.63
SDSS J010536.02+070851.5 	016.4001390	+07.1476779	 2.913	Q   	20.98
Q 0103-3934              	016.4005023	-39.3039325	 2.360	Q   	18.51
WISEA J010536.10-641342.0	016.4006891	-64.2281507	 2.000	qX  	19.53
WISEA J010536.34+171931.3	016.4014619	+17.3253568	 1.000	q   	18.92
WISEA J010536.32-420625.9	016.4015255	-42.1072322	 1.200	qX  	18.80
SDSS J010536.39+021020.4 	016.4016475	+02.1723385	 2.232	QX  	21.91
SDSS J010536.40+272746.4 	016.4016938	+27.4628934	 1.499	Q   	21.46
WISEA J010536.41-254523.8	016.4018013	-25.7565613	 2.200	q   	20.25
SDSS J010536.43+252554.5 	016.4018194	+25.4318201	 1.869	Q   	20.69
J010536.44+040002.5      	016.4018612	+04.0006945	      	R   	21.85
SDSS J010536.45+014222.5 	016.4018785	+01.7062747	 1.916	Q   	22.00
WISEA J010536.56+245805.6	016.4023708	+24.9682400	 0.500	q   	19.30
LAMOSTJ010536.59+081302.1	016.4024682	+08.2172701	 2.796	Q   	18.62
SDSS J010536.59-005151.6 	016.4024788	-00.8643475	 0.967	Q   	20.68
SDSS J010536.60+065315.7 	016.4025084	+06.8877153	 1.360	Q   	20.16
SDSS J010536.69+302200.4 	016.4029161	+30.3668224	 0.785	Q   	19.96
J010536.70+290018.0      	016.4029172	+29.0050213	 1.400	R   	20.07
SDSS J010536.70+304753.6 	016.4029413	+30.7982386	 1.745	Q   	21.44
WISEA J010536.74-243330.0	016.4031206	-24.5583007	 1.000	qX  	18.71
WISEA J010536.75+030633.2	016.4031412	+03.1092291	 0.700	q   	19.69
SDSS J010536.76-023933.0 	016.4032020	-02.6591764	 2.962	Q   	19.90
Q 0103-3812              	016.4032225	-37.9397155	 1.770	Q   	17.86
SDSS J010536.80-044212.5 	016.4033201	-04.7034934	 2.206	Q   	19.12
SDSS J010536.80+254546.7 	016.4033726	+25.7629697	 2.129	Q   	20.16
SDSS J010536.82-062151.1 	016.4033831	-06.3641856	 0.883	Q   	20.15
WISEA J010536.91+430807.6	016.4038090	+43.1354514	 2.000	q   	19.36
WISEA J010536.93+171709.3	016.4039166	+17.2859162	 0.400	q   	19.80
WISEA J010536.93-624033.3	016.4040617	-62.6759001	 1.200	q   	19.96
J010537.01-243101.1      	016.4042496	-24.5169945	 0.100	X   	19.42
SDSS J010537.02+225840.4 	016.4042519	+22.9779136	 2.361	Q   	21.36
SDSS J010537.11+244558.3 	016.4046330	+24.7662034	 1.827	Q   	21.59
SDSS J010537.13+344843.0 	016.4047350	+34.8119540	 0.267	AR  	17.55
LAMOSTJ010537.24+454507.1	016.4051051	+45.7519276	 0.535	Q   	19.28
J010537.41+003757.1      	016.4058889	+00.6325278	      	R   	22.09
SDSS J010537.42+235558.6 	016.4059711	+23.9329711	 2.233	Q   	20.62
Q 0103-4134              	016.4060259	-41.2988881	 0.778	Q   	17.78
WISEA J010537.46+240303.7	016.4060838	+24.0510435	 0.600	q   	18.93
SDSS J010537.48-082319.8 	016.4061421	-08.3888338	 2.257	Q   	19.73
SDSS J010537.51+340923.9 	016.4063104	+34.1566661	 0.887	Q   	20.03
SDSS J010537.51+264310.1 	016.4063116	+26.7194734	 0.782	Q   	21.86
J010537.56-245538.8      	016.4065000	-24.9274445	      	X   	20.53
WISEA J010537.62-383309.2	016.4067554	-38.5525554	 1.000	q   	18.37
SDSS J010537.62+092421.1 	016.4067744	+09.4058764	 2.501	Q   	19.22
SDSS J010537.64+063302.9 	016.4068453	+06.5508145	 1.335	Q   	21.22
SDSS J010537.65+173114.5 	016.4069059	+17.5206990	 1.518	Q   	19.34
SDSS J010537.66+251025.1 	016.4069491	+25.1736555	 1.471	Q   	19.62
SDSS J010537.70+304937.4 	016.4071131	+30.8270722	 0.637	Q   	19.10
J010537.75-243755.5      	016.4073250	-24.6320903	      	X   	19.87
SDSS J010537.80+003802.3 	016.4075259	+00.6339786	 0.750	Q   	21.57
SDSS J010537.83+285455.5 	016.4076262	+28.9154373	 1.526	Q   	21.07
SDSS J010537.84+012219.9 	016.4076914	+01.3721991	 1.352	Q   	20.53
SDSS J010537.85+231442.0 	016.4077529	+23.2450178	 0.975	Q   	19.26
LBQS 0103+0234           	016.4079183	+02.8496018	 1.705	Q   	18.05
SDSS J010537.92+280157.2 	016.4080409	+28.0325761	 2.321	Q   	22.17
J010537.95+020254.4      	016.4081389	+02.0484445	      	X   	22.47
ESO 243-26               	016.4082084	-47.0717223	 0.019	NX  	10.99
J010538.02-244918.1      	016.4084294	-24.8216981	 2.300	X   	21.08
WISEA J010538.05-160319.0	016.4085427	-16.0552673	 1.500	q   	19.20
SDSS J010538.06+005715.9 	016.4086102	+00.9544388	 1.579	Q   	22.04
SDSS J010538.08+290710.2 	016.4087021	+29.1195152	 1.570	Q   	21.02
SDSS J010538.09+115421.9 	016.4087661	+11.9060952	 0.675	Q   	19.12
WISEA J010538.14-561017.5	016.4089027	-56.1715724	 0.200	qR  	17.91
SDSS J010538.18-042034.3 	016.4090686	-04.3428440	 1.764	Q   	20.52
SGP J                    	016.4091836	-29.1857520	 2.201	QR  	19.25
SDSS J010538.37+173711.7 	016.4098847	+17.6199186	 2.013	Q   	20.23
SDSS J010538.37+120923.5 	016.4098936	+12.1565498	 2.143	Q   	21.50
2QZ J010538.3-320655     	016.4099208	-32.1154345	 0.750	Q   	18.33
SDSS J010538.47+154557.1 	016.4103018	+15.7658631	 2.947	Q   	21.51
2QZ J010538.4-271920     	016.4103334	-27.3221112	 0.275	K   	20.09
J010538.50-043618.1      	016.4104258	-04.6050473	 0.300	R   	20.15
WISEA J010538.49-533345.1	016.4104578	-53.5625817	 1.300	q   	19.57
SDSS J010538.52+061235.5 	016.4105120	+06.2098664	 2.143	Q   	21.90
SDSS J010538.54+202450.7 	016.4106009	+20.4140851	 1.289	Q   	21.64
SDSS J010538.62-011009.4 	016.4109572	-01.1692953	 1.483	Q   	20.25
SDSS J010538.64+065052.3 	016.4110347	+06.8478766	 0.672	Q   	20.26
LAMOSTJ010538.72+414644.2	016.4113616	+41.7789229	 1.829	Q   	19.10
WISEA J010538.73+073151.8	016.4114165	+07.5310583	 0.500	q   	19.47
SDSS J010538.76+175719.8 	016.4115120	+17.9555110	 0.293	N   	18.18
J010538.77-370451.6      	016.4115718	-37.0810160	      	R   	19.39
WISEA J010538.77+791728.2	016.4115824	+79.2911929	 0.400	q   	20.06
PGC 3095501              	016.4116348	-14.2704387	 0.070	ARX 	13.61
WISEA J010538.87-544543.7	016.4119049	-54.7621291	 2.100	q   	19.14
J010538.90+015558.5      	016.4121112	+01.9329167	      	X   	22.51
SDSS J010538.98+202555.7 	016.4124256	+20.4321504	 1.832	Q   	21.85
J010539.03-131724.5      	016.4126382	-13.2901596	 0.500	R   	19.29
WISEA J010539.04-504854.6	016.4126802	-50.8151589	 0.200	q   	18.94
SDSS J010539.09+461359.1 	016.4129178	+46.2330906	 2.000	qR  	20.87
SDSS J010539.12+320754.9 	016.4130142	+32.1319206	 1.683	Q   	21.23
SDSS J010539.13+195622.5 	016.4130807	+19.9396070	 1.335	Q   	21.52
SDSS J010539.15+064731.2 	016.4131304	+06.7920165	 0.540	Q   	20.54
SDSS J010539.21+183630.4 	016.4133810	+18.6085012	 2.040	Q   	19.93
SDSS J010539.26-081050.9 	016.4135788	-08.1808097	 1.800	qR  	19.99
SDSS J010539.32+032154.0 	016.4138359	+03.3650274	 1.027	Q   	21.46
SDSS J010539.39+241838.5 	016.4141573	+24.3107058	 1.793	Q   	21.18
WISEA J010539.38-611112.7	016.4141617	-61.1868504	 0.500	q   	19.32
WISEA J010539.42-244929.4	016.4142907	-24.8248753	 1.200	q   	18.81
SDSS J010539.44-040947.9 	016.4143353	-04.1632806	 1.250	Q   	18.39
WISEA J010539.47-551047.5	016.4145067	-55.1798654	 0.300	q   	18.35
WISEA J010539.49-682601.4	016.4145310	-68.4337341	 1.100	q   	19.27
WISEA J010539.51+141951.5	016.4145658	+14.3310348	 1.500	q   	19.91
SDSS J010539.54+191409.7 	016.4147908	+19.2360797	 0.863	Q   	19.75
SDSS J010539.58+343541.4 	016.4149554	+34.5948596	 2.244	Q   	21.82
SDSS J010539.62-034110.3 	016.4151001	-03.6861897	 0.984	Q   	20.01
SDSS J010539.63-012038.3 	016.4151310	-01.3440026	 2.722	QR  	20.47
SDSS J010539.63+254441.6 	016.4151707	+25.7449093	 1.730	Q   	20.44
WISEA J010539.68-544301.1	016.4153610	-54.7169895	 1.300	q   	17.73
WISEA J010539.71+141717.8	016.4154898	+14.2882935	 1.000	q   	19.87
LAMOSTJ010539.72+474356.9	016.4155177	+47.7324696	 1.298	Q   	20.13
WISEA J010539.75+160515.4	016.4156725	+16.0876293	 1.400	q   	19.91
SDSS J010539.78-013327.8 	016.4157644	-01.5577320	 1.805	Q   	22.25
WISEA J010539.82-580813.5	016.4159360	-58.1371030	 1.500	q   	18.35
SDSS J010539.84+203521.2 	016.4159984	+20.5892426	 0.760	Q   	19.01
LAMOSTJ010539.85+064404.4	016.4160258	+06.7345642	 0.338	Q   	18.81
WISEA J010539.91-693123.2	016.4163274	-69.5231174	 0.200	q   	20.53
WISEA J010539.89+355607.8	016.4163808	+35.9355432	 0.300	q   	19.00
SDSS J010539.97-033250.4 	016.4165569	-03.5472865	 2.598	Q   	20.92
WISEA J010539.99-355134.2	016.4166175	-35.8595149	 1.300	qX  	18.60
SDSS J010540.14+342703.2 	016.4172666	+34.4508999	 2.300	Q   	21.16
WISEA J010540.17-585504.6	016.4173595	-58.9180355	 1.800	q   	19.45
SDSS J010540.17+225357.4 	016.4173971	+22.8992588	 1.230	Q   	20.96
SDSS J010540.18+150935.9 	016.4174561	+15.1599882	 2.254	Q   	21.32
2SLAQ J010540.19-001313.9	016.4174729	-00.2205487	 2.304	Q   	21.78
SDSS J010540.21+230307.5 	016.4175499	+23.0521122	 1.762	Q   	20.12
SDSS J010540.22+044345.9 	016.4175997	+04.7294453	 1.450	Q   	20.31
LBQS 0103-0140           	016.4176023	-01.4156737	 2.204	Q   	18.00
SDSS J010540.23+194152.8 	016.4176258	+19.6980078	 0.980	Q   	21.29
WISEA J010540.25-382539.8	016.4177424	-38.4277391	 0.700	q   	19.97
WISEA J010540.26-625446.2	016.4179312	-62.9128439	 3.000	q   	19.81
J010540.30-093732.2      	016.4179479	-09.6256130	 2.100	R   	20.64
SDSS J010540.37-081904.8 	016.4182167	-08.3180221	 2.973	Q   	20.75
SDSS J010540.38+410341.2 	016.4182649	+41.0614360	 1.430	Q   	19.29
SDSS J010540.41+331150.3 	016.4184001	+33.1973082	 1.587	Q   	20.86
WISEA J010540.41-655426.0	016.4184110	-65.9072283	 1.900	q   	20.49
Q 0103-4032 (#2)         	016.4185926	-40.2762699	 2.300	Q   	19.66
SDSS J010540.68+001308.6 	016.4195153	+00.2190702	 0.904	Q   	22.08
SDSS J010540.74+320234.7 	016.4197945	+32.0430178	 1.013	Q   	19.17
SDSS J010540.81+263724.3 	016.4200498	+26.6234027	 3.285	Q   	18.93
WISEA J010540.82+033425.7	016.4200908	+03.5738230	 0.200	q   	18.55
SDSS J010540.82+203503.0 	016.4200988	+20.5841776	 2.071	Q   	21.76
LAMOSTJ010540.88+063912.6	016.4203338	+06.6534928	 1.382	Q   	19.73
PGC 1696239              	016.4206261	+23.9240391	 0.067	NR  	14.86
WISEA J010541.02-340128.5	016.4209169	-34.0245524	 1.000	qR  	19.82
WISEA J010541.06+151115.7	016.4211157	+15.1877084	 1.000	q   	20.00
SDSS J010541.12+001148.5 	016.4213359	+00.1968082	 0.886	QX  	21.14
SDSS J010541.13+023736.7 	016.4213916	+02.6268615	 2.205	Q   	21.25
SDSS J010541.19-005656.0 	016.4216459	-00.9489109	 1.294	Q   	21.71
WISEA J010541.23-373553.2	016.4218169	-37.5981088	 1.000	q   	19.58
J010541.26-031556.7      	016.4219173	-03.2657520	 1.200	2   	20.45
WISEA J010541.38+272809.2	016.4224249	+27.4692253	 1.900	q   	17.15
SDSS J010541.39-011847.9 	016.4224753	-01.3133065	 1.403	Q   	21.13
SDSS J010541.40-014728.2 	016.4225349	-01.7911826	 0.975	Q   	20.97
LAMOSTJ010541.45+044238.0	016.4226704	+04.7105634	 1.974	Q   	19.37
MQS J010541.46-723509.0  	016.4227500	-72.5858330	 0.293	A   	19.20
WISEA J010541.46-771948.2	016.4227637	-77.3300829	 0.100	q   	18.44
J010541.51-420905.0      	016.4229947	-42.1514050	      	X   	20.40
SDSS J010541.61-040836.9 	016.4233906	-04.1435775	 1.216	Q   	18.82
J010541.66-244309.3      	016.4236125	-24.7192713	 2.300	X   	19.64
WISEA J010541.67+444002.9	016.4236359	+44.6675053	 1.400	q   	19.07
SDSS J010541.77-033111.6 	016.4240759	-03.5198695	 3.200	Q   	20.56
SDSS J010541.83+322203.2 	016.4243603	+32.3675830	 1.732	Q   	20.84
WISEA J010542.04+133424.9	016.4251723	+13.5736076	 1.700	q   	22.22
SDSS J010542.08+215021.4 	016.4253729	+21.8392943	 1.330	Q   	20.68
SDSS J010542.15+015846.1 	016.4256163	+01.9794702	 2.420	QX  	20.98
SDSS J010542.20-024523.3 	016.4258721	-02.7564453	 1.750	Q   	18.79
WISEA J010542.37-515721.3	016.4261759	-51.9559709	 0.400	q   	20.30
SDSS J010542.28+250454.8 	016.4262130	+25.0819128	 1.454	Q   	18.79
SDSS J010542.36+173919.0 	016.4265071	+17.6552691	 1.517	Q   	20.71
WISEA J010542.50-793608.2	016.4265580	-79.6022836	 1.100	q   	18.48
SDSS J010542.38+234200.6 	016.4266601	+23.7001718	 0.790	Q   	21.57
SDSS J010542.41+301259.7 	016.4267144	+30.2165857	 1.724	Q   	21.69
SDSS J010542.50+194458.2 	016.4271227	+19.7495152	 0.981	Q   	19.71
SDSS J010542.53+225149.6 	016.4272026	+22.8637672	 0.635	Q   	20.77
WISEA J010542.68-205144.7	016.4278108	-20.8624450	 1.500	q   	19.94
WISEA J010542.72+474345.7	016.4279318	+47.7293120	 1.000	q   	19.80
SDSS J010542.75+021148.2 	016.4281659	+02.1967277	 1.522	QX  	21.51
SDSS J010542.78+340310.7 	016.4282640	+34.0529757	 0.542	Q   	20.99
SDSS J010542.80+065151.7 	016.4283435	+06.8643526	 1.157	Q   	20.30
SDSS J010542.85+110717.6 	016.4285734	+11.1215793	 3.683	Q   	20.64
SDSS J010542.85+205708.1 	016.4285801	+20.9522693	 1.642	Q   	21.23
J010542.88-333907.8      	016.4286732	-33.6521860	      	R   	
SDSS J010542.90+223847.1 	016.4287651	+22.6464217	 1.242	Q   	20.11
