#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2026-03-02T07:56:38 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-03-02T07:56:38	  Query execution date
#INFO	request=https://vizier.u-strasbg.fr/viz-bin/asu-tsv?-source=VII%2F289%2Fdr16q&-out=SDSS%2CRAJ2000%2CDEJ2000%2Cz&-out.max=120000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7289
#Name: VII/289
#Title: SDSS quasar catalog, sixteenth data release (DR16Q) (Lyke+, 2020)
#INFO	ivoid=ivo://cds.vizier/vii/289	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/vii/289	    IVOID of underlying data collection
#INFO	creator=Lyke B.W.	    First author or institution
#INFO	cites=bibcode:2020ApJS..250....8L	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2020	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/289	    Dataset landing page
#INFO	publication_date=2021-03-01	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VII_289_dr16q:
#Name: VII/289/dr16q
#Title: The SDSS quasar-only catalog from DR16 (DR16Q)
#Column	SDSS	(A18)	SDSS-DR16 designation (HHMMSS.ss+DDMMSS.s; J2000) (SDSS_NAME)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right Ascension (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	[-17.53/84.44] Declination (J2000) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F11.6)	[-0.0027/7.03]? Best available redshift	[ucd=src.redshift;pos.heliocentric]
SDSS	RAJ2000	DEJ2000	z
104320.94+340619.3	160.837255	+34.105372	   2.077487
104320.94+545628.4	160.837254	+54.941228	   1.742767
104321.03+313354.1	160.837663	+31.565054	   2.434000
104321.07+384447.2	160.837807	+38.746470	   2.664000
104321.14+291458.2	160.838092	+29.249527	   1.677471
104321.17+243936.3	160.838215	+24.660086	   1.650000
104321.26+330832.5	160.838616	+33.142367	   0.960598
104321.31+543019.6	160.838820	+54.505466	   3.293000
104321.32+590943.0	160.838873	+59.161949	   0.410000
104321.46+354806.2	160.839435	+35.801724	   1.318037
104321.55+624127.2	160.839827	+62.690911	   2.370000
104321.58+004321.4	160.839918	+00.722629	   0.623624
104321.62+143600.2	160.840101	+14.600056	   1.270716
104321.62+320205.6	160.840086	+32.034903	   1.534000
104321.68+421508.3	160.840366	+42.252325	   3.869000
104321.69-025243.4	160.840380	-02.878732	   1.886406
104321.72+004035.2	160.840540	+00.676468	   2.330000
104321.72+344217.5	160.840537	+34.704863	   1.347000
104321.74+580545.0	160.840589	+58.095848	   2.581000
104321.79+080714.1	160.840793	+08.120593	   1.465200
104321.80+374922.2	160.840872	+37.822848	   0.345000
104321.87+305256.6	160.841136	+30.882412	   2.371000
104321.88+045920.6	160.841167	+04.989068	   1.368174
104321.88+334915.2	160.841176	+33.820914	   0.768000
104321.88+591254.2	160.841195	+59.215074	   0.678257
104321.90+421013.5	160.841268	+42.170418	   2.428000
104448.37+294310.6	161.201562	+29.719619	   1.550908
104321.93+571346.6	160.841398	+57.229612	   1.632419
104322.13+471207.1	160.842234	+47.201991	   2.356000
104322.15+161551.6	160.842294	+16.264338	   2.963000
104322.16+545855.6	160.842343	+54.982130	   0.437000
104322.18+460309.2	160.842445	+46.052577	   0.809000
104322.22+280544.1	160.842617	+28.095602	   1.192027
104322.26+561103.1	160.842765	+56.184220	   0.973819
104322.35+411120.6	160.843154	+41.189068	   1.820708
104322.75+494225.7	160.844829	+49.707157	   1.867584
104322.37+465559.4	160.843235	+46.933194	   2.794000
104322.44+215838.9	160.843531	+21.977481	   3.146000
104322.51+523115.7	160.843806	+52.521043	   1.134262
104322.57+075456.0	160.844071	+07.915566	   2.799000
104322.58+534303.8	160.844101	+53.717737	   1.505112
104322.63+355548.4	160.844314	+35.930120	   1.766152
104322.64+125153.9	160.844336	+12.864995	   0.577000
104322.65+400100.1	160.844409	+40.016711	   1.380000
104322.84+602557.7	160.845169	+60.432716	   2.785000
104322.86+455119.8	160.845281	+45.855503	   1.929000
104322.91+285730.0	160.845486	+28.958338	   3.614000
104323.02+092613.8	160.845924	+09.437189	   1.980000
104323.02+314152.1	160.845956	+31.697823	   1.499023
104323.03+275350.8	160.845983	+27.897461	   1.762667
104323.04+482024.8	160.846004	+48.340231	   1.970000
104323.04+561508.6	160.846008	+56.252411	   1.453689
104323.05+292310.9	160.846061	+29.386382	   0.550492
104323.31-023846.7	160.847164	-02.646323	   2.410000
104323.32+033513.7	160.847206	+03.587159	   3.055000
104323.33+240507.7	160.847226	+24.085498	   0.289000
104323.37+013905.1	160.847383	+01.651419	   2.991000
104323.46+415357.5	160.847759	+41.899310	   1.362000
104323.49+013717.9	160.847897	+01.621651	   3.170000
104323.51+494357.1	160.847961	+49.732529	   2.108877
104323.62+042218.5	160.848432	+04.371823	   2.345000
104323.89+303048.6	160.849556	+30.513511	   2.186000
104323.96+034037.6	160.849851	+03.677117	   1.363583
104324.05+371748.0	160.850211	+37.296683	   1.652000
104324.06+313458.6	160.850260	+31.582950	   1.277812
104324.16+640724.5	160.850670	+64.123478	   0.527184
104324.24+604955.4	160.851002	+60.832080	   1.803000
104324.44+105743.8	160.851867	+10.962173	   0.873149
104324.44+474204.9	160.851835	+47.701375	   1.532257
104324.45+365105.2	160.851916	+36.851455	   2.391886
104324.62+561756.4	160.852600	+56.299021	   1.268096
104324.66+542644.5	160.852765	+54.445719	   1.596935
104324.67+300021.6	160.852827	+30.006003	   1.639604
104324.75+430101.3	160.853139	+43.017033	   2.315000
104324.76+473736.2	160.853177	+47.626748	   1.298611
104324.79+392054.4	160.853293	+39.348454	   1.166918
104324.82+541629.9	160.853455	+54.274982	   0.973423
104324.87+432049.4	160.853635	+43.347067	   2.255000
104324.91+443556.8	160.853818	+44.599126	   1.962767
104324.92+260702.1	160.853866	+26.117269	   1.843000
104325.01+411858.3	160.854236	+41.316207	   1.993609
104325.04+162050.7	160.854365	+16.347430	   2.361000
104325.08+131141.1	160.854509	+13.194777	   2.233000
104325.29+374356.1	160.855397	+37.732254	   0.794230
104325.30+261218.9	160.855455	+26.205266	   2.212000
104325.30+285451.8	160.855425	+28.914405	   1.922793
104325.38+491523.4	160.855784	+49.256508	   1.794852
104325.39+530751.8	160.855820	+53.131078	   0.951816
104325.40+054129.8	160.855866	+05.691631	   1.902238
104325.55+404849.4	160.856495	+40.813747	   4.906000
104325.61+445539.5	160.856715	+44.927647	   1.183086
104325.66+340146.9	160.856922	+34.029702	   2.571000
104325.68+345128.5	160.857027	+34.857936	   2.565000
104325.74+011150.9	160.857262	+01.197498	   1.703000
104325.78+052318.8	160.857420	+05.388578	   2.592000
104325.87+400617.0	160.857823	+40.104739	   0.948554
104325.90+135408.7	160.857953	+13.902421	   2.594000
104325.94+102112.0	160.858117	+10.353345	   2.788000
104326.27+345227.6	160.859488	+34.874357	   2.141338
104326.33+500650.1	160.859733	+50.113926	   1.431522
104326.45+443452.3	160.860243	+44.581201	   1.211804
104326.52+432511.7	160.860516	+43.419917	   1.753701
104326.55+365140.2	160.860657	+36.861180	   1.129900
104326.57+310843.8	160.860739	+31.145503	   2.163000
104326.63+304635.0	160.860970	+30.776409	   1.230000
104326.64+352026.3	160.861036	+35.340667	   1.392000
104326.79+064800.3	160.861655	+06.800097	   2.943000
104326.81+320806.1	160.861718	+32.135048	   2.314000
104327.02+365827.4	160.862602	+36.974289	   1.918751
104327.05+391141.3	160.862734	+39.194828	   2.643386
104327.09+522436.3	160.862895	+52.410097	   2.947045
104327.10+362700.0	160.862936	+36.450001	   1.695000
104327.10+633052.0	160.862936	+63.514462	   0.645129
104327.26+465120.9	160.863584	+46.855828	   1.108833
104327.32+092818.2	160.863847	+09.471724	   1.983000
104327.39+143452.9	160.864137	+14.581388	   2.811000
104327.43+180707.6	160.864319	+18.118784	   1.375400
104327.50+460100.5	160.864610	+46.016830	   1.523000
104327.55+530522.0	160.864795	+53.089458	   1.749709
104327.59+315803.3	160.864991	+31.967600	   2.252000
104327.63+600049.6	160.865166	+60.013780	   2.905000
104327.69+435959.0	160.865408	+43.999739	   1.020837
104327.75+273629.4	160.865661	+27.608188	   1.250159
104328.01+422433.9	160.866715	+42.409439	   2.647000
104328.08+390201.0	160.867009	+39.033634	   2.265000
104328.08+430620.6	160.867020	+43.105729	   3.097000
104328.11+442152.7	160.867139	+44.364647	   1.521166
104328.14+561410.8	160.867258	+56.236353	   2.028780
104328.18+414030.9	160.867418	+41.675250	   2.161142
104328.18+484513.0	160.867438	+48.753620	   1.715000
104328.29+290052.9	160.867879	+29.014695	   2.420000
104328.51+162652.7	160.868808	+16.447992	   2.429000
104328.53+005749.8	160.868899	+00.963834	   2.715000
104328.57+295943.8	160.869054	+29.995503	   2.555000
104328.59+334401.2	160.869165	+33.733670	   0.792000
104328.65+171820.0	160.869387	+17.305577	   3.014000
104328.71+431820.1	160.869643	+43.305593	   1.199104
104328.79+315851.1	160.869986	+31.980880	   1.751104
104328.79-004445.9	160.869959	-00.746104	   2.223000
104328.84+111412.0	160.870191	+11.236671	   2.592000
104328.95+413618.0	160.870631	+41.605006	   0.658038
104329.00+614628.0	160.870864	+61.774455	   2.543000
104329.11+204625.1	160.871331	+20.773641	   1.555000
104329.12+082717.1	160.871356	+08.454763	   1.876000
104329.13+353031.4	160.871413	+35.508726	   2.080238
104329.14+365913.1	160.871438	+36.986990	   3.948000
104329.25+411116.3	160.871903	+41.187867	   1.975149
104329.42+094505.7	160.872595	+09.751595	   0.989978
104329.42+120836.5	160.872588	+12.143481	   1.665015
104329.54+411650.0	160.873118	+41.280557	   2.229000
104329.54+490509.7	160.873120	+49.086030	   1.722041
104329.56+371058.2	160.873180	+37.182849	   2.101687
104329.60+171908.1	160.873367	+17.318917	   0.919000
104329.63+350822.4	160.873490	+35.139561	   2.937000
104329.70+455551.4	160.873769	+45.930968	   1.445000
104329.72+563325.5	160.873858	+56.557086	   2.011720
104329.76+443328.7	160.874001	+44.557997	   3.313080
104452.57+581748.8	161.219055	+58.296905	   0.947801
104329.82+272757.6	160.874291	+27.466022	   1.279000
104329.87+282519.3	160.874478	+28.422039	   2.704696
104329.89+483245.6	160.874555	+48.546019	   0.666000
104329.93+275802.6	160.874710	+27.967400	   0.502000
104330.02+543037.0	160.875112	+54.510294	   1.644850
104330.09+441051.5	160.875405	+44.180983	   2.215000
104330.13+000628.7	160.875559	+00.107984	   2.206000
104330.15+141930.9	160.875643	+14.325263	   2.461000
104330.24+322623.1	160.876000	+32.439763	   1.801967
104330.41+635123.1	160.876748	+63.856423	   2.347000
104330.44+560949.2	160.876839	+56.163689	   1.259000
104330.46-023012.5	160.876941	-02.503497	   2.248000
104330.51+452943.3	160.877143	+45.495383	   1.006000
104330.56+340859.0	160.877337	+34.149742	   1.640962
104330.59+434437.3	160.877481	+43.743703	   0.931488
104330.63+392655.4	160.877633	+39.448724	   1.067317
104330.70+514834.4	160.877918	+51.809578	   1.236726
104330.73+423033.9	160.878063	+42.509427	   1.497147
104330.74+392339.1	160.878121	+39.394216	   1.489598
104330.74+465513.2	160.878097	+46.920354	   2.257000
104330.79+052359.7	160.878330	+05.399937	   2.367000
104330.85+292655.8	160.878575	+29.448852	   0.906429
104330.87+430234.7	160.878632	+43.042999	   1.375447
104330.89+143354.7	160.878715	+14.565217	   2.359000
104503.45+370103.0	161.264382	+37.017505	   1.441844
104330.92+352054.8	160.878849	+35.348574	   1.155467
104331.25+295250.2	160.880250	+29.880632	   2.445000
104331.26+172117.7	160.880270	+17.354930	   2.638000
104331.31+501611.4	160.880468	+50.269837	   1.424968
104331.39+074849.1	160.880831	+07.813660	   1.968338
104331.40+284308.4	160.880861	+28.719022	   2.161000
104331.42+564357.2	160.880951	+56.732580	   1.588758
104331.44+415834.1	160.881004	+41.976166	   1.318807
104331.50-010732.8	160.881281	-01.125802	   0.361284
104331.71+540449.4	160.882140	+54.080416	   1.552857
104331.73+482205.5	160.882222	+48.368222	   1.076085
104331.85+562943.8	160.882716	+56.495520	   1.395009
104331.88+362141.7	160.882844	+36.361608	   1.184000
104331.92+344008.2	160.883036	+34.668957	   0.891472
104331.94+264518.8	160.883115	+26.755237	   1.059000
104331.97+543611.6	160.883220	+54.603237	   0.713281
104332.02+513940.8	160.883456	+51.661344	   0.439126
104332.06+211355.3	160.883587	+21.232052	   1.595000
104332.07+294140.0	160.883633	+29.694458	   1.058916
104332.11+352437.4	160.883828	+35.410411	   3.332000
104332.14+524214.7	160.883940	+52.704095	   1.554203
104332.21+462814.7	160.884239	+46.470773	   1.671000
104332.31+600435.0	160.884655	+60.076415	   2.203000
104332.36+392030.8	160.884874	+39.341908	   1.169973
104332.40+300303.1	160.885022	+30.050864	   0.728000
104332.44+190129.0	160.885172	+19.024748	   2.608000
104332.48+505644.3	160.885363	+50.945658	   2.014985
104332.52+352220.9	160.885521	+35.372484	   1.763323
104332.70+101850.2	160.886289	+10.313960	   1.896779
104332.77+000727.5	160.886579	+00.124317	   2.276000
104332.77-001155.9	160.886560	-00.198880	   2.320000
104332.89+284432.5	160.887045	+28.742389	   1.946855
104332.91+243222.4	160.887163	+24.539561	   1.666679
104333.21+432100.4	160.888411	+43.350130	   1.890000
104333.28+285505.2	160.888674	+28.918126	   1.804665
104333.37+082055.2	160.889055	+08.348693	   1.581965
104333.38+575412.0	160.889107	+57.903335	   1.907000
104333.53+353907.2	160.889739	+35.652027	   2.193917
104333.54+104556.2	160.889789	+10.765622	   0.928000
104333.55+305542.8	160.889797	+30.928563	   2.385000
104333.57+275644.1	160.889892	+27.945585	   1.662727
104333.63+383559.6	160.890131	+38.599891	   2.325616
104333.72+204925.7	160.890515	+20.823811	   2.555000
104333.72+504437.2	160.890506	+50.743678	   1.154996
104333.76+282812.1	160.890693	+28.470028	   1.389281
104333.78+292059.5	160.890774	+29.349871	   1.935829
104333.80+613208.7	160.890854	+61.535771	   0.777000
104333.95+572838.5	160.891494	+57.477368	   2.047559
104334.01+460216.1	160.891738	+46.037808	   1.374000
104334.15+285824.6	160.892300	+28.973512	   2.979000
104334.20+422350.2	160.892508	+42.397299	   1.551499
104334.24+391429.4	160.892691	+39.241510	   1.651379
104334.30+171309.6	160.892946	+17.219347	   0.918000
104334.38+291042.8	160.893262	+29.178577	   2.012021
104334.40+541520.6	160.893341	+54.255725	   2.135000
104334.62+541312.3	160.894272	+54.220087	   1.354000
104334.78+210914.6	160.894943	+21.154063	   2.173000
104334.81+343232.5	160.895047	+34.542374	   0.732395
104335.08+005219.3	160.896193	+00.872047	   2.790000
104335.19+101034.5	160.896637	+10.176271	   5.085000
104335.23+263413.8	160.896805	+26.570518	   1.833074
104335.27+503307.0	160.896966	+50.551961	   1.513801
104335.29+194715.0	160.897061	+19.787523	   4.149000
104335.30+373548.8	160.897110	+37.596911	   2.457000
104335.53+312654.4	160.898061	+31.448465	   1.202838
104335.66+333233.0	160.898608	+33.542504	   1.103587
104335.76+425412.9	160.899020	+42.903609	   1.847842
104337.78+353447.1	160.907452	+35.579759	   2.050534
104335.84+521937.0	160.899363	+52.326946	   1.949069
104335.86+115129.1	160.899458	+11.858093	   0.793998
104335.89+374212.3	160.899574	+37.703436	   2.924000
104335.94+363050.4	160.899756	+36.514008	   1.017569
104336.02+472358.4	160.900121	+47.399565	   2.583000
104336.15+474654.6	160.900643	+47.781854	   0.835000
104336.23+435811.0	160.900979	+43.969745	   2.051803
104336.36+415255.6	160.901512	+41.882120	   1.231137
104336.36+584103.6	160.901527	+58.684342	   3.033000
104336.38+573957.8	160.901605	+57.666061	   0.883096
104336.52-024958.8	160.902176	-02.833013	   2.155000
104336.56+195301.2	160.902338	+19.883678	   0.470900
104336.70+533440.0	160.902945	+53.577805	   2.573000
104336.73+494707.6	160.903056	+49.785465	   2.193422
104336.81+581439.1	160.903410	+58.244203	   0.818000
104336.85+312209.8	160.903582	+31.369407	   1.659331
104336.94+285526.1	160.903955	+28.923918	   2.170000
104337.06+255314.3	160.904442	+25.887333	   1.616051
104337.14+501411.6	160.904790	+50.236577	   2.394000
104337.15+465147.8	160.904831	+46.863288	   2.004000
104337.28+314344.4	160.905347	+31.729001	   1.606880
104337.32+003502.2	160.905533	+00.583972	   2.325000
104337.33+592417.6	160.905566	+59.404901	   1.010000
104337.51+474252.3	160.906306	+47.714529	   1.080966
104337.55-015705.9	160.906486	-01.951656	   1.076000
104337.60+572336.8	160.906680	+57.393576	   1.609000
104337.61+220822.5	160.906742	+22.139597	   0.787000
104337.62+405351.7	160.906758	+40.897708	   1.724000
104337.64+423205.2	160.906854	+42.534781	   1.586545
104337.70+564105.4	160.907104	+56.684845	   2.784000
104337.70+631739.4	160.907088	+63.294302	   2.326000
104337.76+285427.9	160.907362	+28.907756	   2.215000
104338.03+501953.9	160.908475	+50.331666	   1.886250
104338.18+334154.5	160.909097	+33.698495	   1.163466
104338.18+445621.8	160.909095	+44.939398	   1.906394
104338.22+273143.3	160.909291	+27.528706	   0.828000
104338.25+343737.1	160.909397	+34.626973	   1.667361
104338.26+465048.3	160.909456	+46.846767	   2.009000
104338.28+010507.7	160.909506	+01.085486	   3.002000
104338.43+230748.8	160.910139	+23.130235	   1.477000
104338.66+142503.3	160.911101	+14.417610	   1.490555
104338.82+455910.3	160.911787	+45.986205	   1.645497
104338.83+342354.9	160.911804	+34.398605	   0.769516
104338.85+290814.2	160.911900	+29.137302	   2.028141
104338.88+375924.1	160.912021	+37.990045	   1.284259
104338.96+260136.9	160.912334	+26.026933	   1.613000
104338.97+390039.4	160.912395	+39.010965	   2.522283
104339.01+184535.5	160.912563	+18.759865	   0.645000
104339.15+333529.1	160.913138	+33.591435	   2.110000
104339.18+060723.2	160.913282	+06.123115	   2.139000
104339.24+353816.0	160.913536	+35.637785	   1.066566
104339.32+024217.4	160.913861	+02.704839	   2.373000
104339.36+391746.0	160.914006	+39.296116	   1.484487
104339.40+164232.9	160.914167	+16.709155	   2.304000
104339.40+225421.9	160.914183	+22.906104	   1.767000
104339.40+603740.5	160.914190	+60.627943	   0.650000
104339.49+192931.5	160.914553	+19.492101	   2.215000
104339.53+451346.5	160.914727	+45.229591	   1.034000
104339.60+113644.3	160.915017	+11.612331	   2.279000
104339.60+510329.6	160.915018	+51.058244	   1.137642
104339.87-012353.7	160.916138	-01.398268	   2.593000
104339.88+241206.8	160.916208	+24.201907	   1.520000
104340.07+295651.9	160.916990	+29.947768	   0.538000
104340.16+053055.6	160.917345	+05.515455	   2.783000
104340.20+494151.7	160.917504	+49.697714	   1.015563
104340.25+061751.1	160.917742	+06.297549	   1.507892
104340.30+373441.4	160.917928	+37.578185	   1.913743
104340.31+165045.0	160.917976	+16.845857	   2.974000
104340.42+344102.3	160.918417	+34.683986	   1.060360
104340.64+550052.9	160.919350	+55.014695	   1.001518
104340.66+332223.2	160.919436	+33.373115	   1.473591
104340.73+562345.5	160.919729	+56.395973	   2.346000
104341.06+282608.1	160.921122	+28.435606	   1.929490
104340.74+085745.3	160.919762	+08.962595	   1.000780
104340.74+111837.0	160.919769	+11.310282	   1.750000
104340.80+152342.5	160.920021	+15.395146	   2.281000
104340.83+081734.2	160.920151	+08.292856	   2.458000
104340.85+403108.8	160.920231	+40.519123	   1.625293
104340.85+514236.6	160.920246	+51.710191	   0.676990
104340.99+275506.6	160.920798	+27.918523	   1.124784
104341.03+461915.4	160.920960	+46.320957	   1.665000
104341.25+524750.7	160.921907	+52.797420	   1.892957
104341.36+552757.1	160.922360	+55.465886	   1.645631
104341.48+435928.5	160.922839	+43.991251	   0.728457
104341.50+591755.6	160.922951	+59.298789	   1.944272
104341.63+410904.8	160.923461	+41.151337	   1.806620
104341.73+454602.0	160.923907	+45.767224	   1.454000
104341.74+341716.8	160.923925	+34.288019	   1.841782
104341.82+391612.7	160.924281	+39.270196	   2.652390
104341.91+425442.6	160.924662	+42.911845	   0.883287
104341.93-012807.1	160.924733	-01.468648	   2.830000
104342.00-004509.1	160.925034	-00.752546	   2.179000
104342.02+434601.3	160.925118	+43.767051	   1.881871
104342.05+600931.1	160.925247	+60.158658	   1.905189
104342.09+055939.9	160.925404	+05.994420	   2.305000
104342.09+251518.7	160.925382	+25.255219	   2.373000
104342.18+053932.7	160.925770	+05.659095	   2.440000
104342.24+325604.5	160.926019	+32.934596	   1.952153
104342.28+464501.3	160.926178	+46.750369	   1.799000
104342.31+371053.4	160.926316	+37.181527	   1.261676
104342.45+300757.8	160.926876	+30.132747	   1.706957
104342.57+271814.6	160.927379	+27.304079	   3.434000
104342.62-024338.2	160.927585	-02.727288	   2.988000
104342.67+343617.4	160.927830	+34.604855	   2.163306
104342.78+375804.2	160.928274	+37.967835	   0.735000
104342.81+080832.4	160.928401	+08.142343	   1.716779
104342.81+111501.1	160.928392	+11.250311	   2.470000
104342.85+042157.3	160.928554	+04.365929	   0.791373
104342.96+241156.8	160.929005	+24.199128	   2.391000
104342.99+292520.1	160.929130	+29.422260	   1.935000
104343.12+201431.1	160.929692	+20.241986	   1.636000
104343.17+490213.6	160.929912	+49.037112	   1.583954
104343.20+360941.0	160.930021	+36.161409	   2.006490
104343.43+542055.2	160.930980	+54.348681	   1.325000
104343.54+312043.5	160.931419	+31.345437	   1.092312
104343.56+632110.9	160.931526	+63.353044	   0.892901
104343.61+654038.6	160.931732	+65.677405	   2.553000
104343.71+273722.9	160.932133	+27.623044	   1.787000
104344.07+172919.9	160.933634	+17.488884	   2.694000
104344.18+340317.2	160.934087	+34.054789	   3.378117
