#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2026-03-02T07:56:11 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-03-02T07:56:11	  Query execution date
#INFO	request=https://vizier.u-strasbg.fr/viz-bin/asu-tsv?-source=VII%2F274%2Fbzcat5&-out=Name%2CRAJ2000%2CDEJ2000%2Cz%2CType&-out.max=10000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7274
#Name: VII/274
#Title: The Roma BZCAT - 5th edition (Massaro+, 2015)
#INFO	ivoid=ivo://cds.vizier/vii/274	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/vii/274	    IVOID of underlying data collection
#INFO	creator=Massaro E.	    First author or institution
#INFO	cites=bibcode:2015Ap&SS.357...75M	    Article or Data origin sources
#INFO	journal=Ap&S	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/274	    Dataset landing page
#INFO	publication_date=2020-10-01	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VII_274_bzcat5:
#Name: VII/274/bzcat5
#Title: The Roma BZCAT - 5th edition
#Column	Name	(A15)	Source name (based on J2000 position), 5BZA JHHMM+DDMM (G1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F6.3)	Redshift	[ucd=src.redshift]
Name	RAJ2000	DEJ2000	z
5BZU J1419-0838	14 19 22.55	-08 38 31.88	 0.000
5BZB J1419+0445	14 19 27.48	+04 45 13.78	 0.143
5BZB J1419+5423	14 19 46.60	+54 23 14.78	 0.153
5BZQ J1419+3821	14 19 46.61	+38 21 48.49	 1.831
5BZQ J1419+2706	14 19 59.29	+27 06 25.59	 0.538
5BZB J1420+0614	14 20 13.68	+06 14 28.78	 0.000
5BZQ J1420+4624	14 20 20.68	+46 24 40.89	 1.245
5BZQ J1420+1703	14 20 20.88	+17 03 29.19	 1.854
5BZQ J1420+1205	14 20 48.00	+12 05 45.70	 4.026
5BZQ J1421+3855	14 21 06.03	+38 55 22.80	 0.489
5BZQ J1421-0643	14 21 07.75	-06 43 56.38	 3.689
5BZQ J1421+4645	14 21 23.06	+46 45 47.98	 1.668
5BZQ J1422+3223	14 22 30.37	+32 23 10.39	 0.682
5BZB J1422+5801	14 22 38.88	+58 01 55.48	 0.635
5BZB J1423+3737	14 23 04.61	+37 37 30.50	 0.000
5BZQ J1423+4802	14 23 06.16	+48 02 10.78	 2.220
5BZQ J1423+5055	14 23 14.18	+50 55 37.30	 0.275
5BZB J1423+1412	14 23 30.66	+14 12 47.80	 0.769
5BZQ J1423-2218	14 23 40.80	-22 18 17.49	 1.204
5BZQ J1423-7829	14 23 43.55	-78 29 34.90	 0.789
5BZB J1424+0434	14 24 09.49	+04 34 52.10	 0.666
5BZG J1424+3705	14 24 21.16	+37 05 52.69	 0.290
5BZB J1424+3433	14 24 22.90	+34 33 56.80	 0.576
5BZB J1424+1449	14 24 36.29	+14 49 10.48	 0.000
5BZQ J1424+2256	14 24 38.10	+22 56 00.99	 3.620
5BZB J1424+3615	14 24 55.49	+36 15 35.99	 0.000
5BZQ J1425-4604	14 25 10.97	-46 04 53.90	 2.032
5BZQ J1425-2513	14 25 23.04	-25 13 06.99	 1.884
5BZB J1425-0118	14 25 26.16	-01 18 25.81	 0.000
5BZQ J1425+1424	14 25 49.02	+14 24 56.91	 0.780
5BZB J1426+3404	14 26 07.72	+34 04 26.29	 0.000
5BZQ J1426+3625	14 26 37.08	+36 25 09.58	 1.091
5BZB J1426+2415	14 26 45.52	+24 15 23.00	 0.000
5BZB J1427+2348	14 27 00.38	+23 48 00.00	 0.000
5BZG J1427+5409	14 27 30.27	+54 09 23.68	 0.106
5BZB J1427-3305	14 27 41.35	-33 05 31.48	 0.000
5BZG J1427+3908	14 27 45.89	+39 08 32.09	 0.165
5BZQ J1427-4206	14 27 56.29	-42 06 19.40	 1.522
5BZG J1428+3912	14 28 13.87	+39 12 18.50	 0.258
5BZB J1428+4240	14 28 32.65	+42 40 20.60	 0.129
5BZB J1429+1204	14 29 04.61	+12 04 10.19	 0.000
5BZQ J1429+3529	14 29 10.21	+35 29 46.78	 2.210
5BZQ J1429+5406	14 29 21.88	+54 06 11.08	 3.013
5BZQ J1430+1043	14 30 09.73	+10 43 26.90	 1.705
5BZQ J1430+4204	14 30 23.74	+42 04 36.51	 4.715
5BZQ J1430+3649	14 30 40.57	+36 49 03.89	 0.566
5BZB J1431-4501	14 31 00.49	-45 01 01.48	 0.000
5BZU J1431-0052	14 31 13.14	-00 52 38.31	 1.635
5BZQ J1431+3952	14 31 20.53	+39 52 41.48	 1.217
5BZQ J1432-1801	14 32 57.68	-18 01 35.18	 2.331
5BZQ J1433-1548	14 33 21.46	-15 48 44.71	 1.573
5BZB J1433+2441	14 33 27.60	+24 41 17.70	 0.000
5BZQ J1434+4203	14 34 05.69	+42 03 15.98	 1.240
5BZQ J1434+1952	14 34 39.78	+19 52 00.69	 1.382
5BZU J1435+2021	14 35 21.91	+20 21 17.49	 0.748
5BZG J1435-0055	14 35 26.88	-00 55 58.90	 0.285
5BZQ J1435+3012	14 35 35.40	+30 12 24.51	 1.568
5BZG J1435+5815	14 35 45.89	+58 15 24.98	 0.299
5BZQ J1435+3353	14 35 47.62	+33 53 09.60	 2.110
5BZG J1436+4129	14 36 27.16	+41 29 32.31	 0.404
5BZQ J1436+2321	14 36 40.97	+23 21 03.31	 1.546
5BZQ J1436+6336	14 36 45.79	+63 36 37.90	 2.068
5BZB J1436+5639	14 36 57.78	+56 39 24.80	 0.150
5BZQ J1437+0405	14 37 08.18	+04 05 34.29	 2.025
5BZB J1437+4717	14 37 16.14	+47 17 26.30	 0.943
5BZQ J1437+3618	14 37 18.17	+36 18 59.00	 1.117
5BZQ J1437+3119	14 37 39.50	+31 19 00.98	 1.357
5BZQ J1437+3519	14 37 56.46	+35 19 37.09	 0.536
5BZB J1437+3002	14 37 58.67	+30 02 07.11	 0.000
5BZQ J1438-2204	14 38 09.47	-22 04 54.69	 1.187
5BZQ J1438-3122	14 38 10.79	-31 22 28.48	 1.287
5BZB J1438+1204	14 38 25.55	+12 04 18.98	 0.848
5BZB J1438+2922	14 38 32.29	+29 22 10.30	 0.000
5BZQ J1438+3710	14 38 53.61	+37 10 35.39	 2.401
5BZB J1439+3932	14 39 17.46	+39 32 42.79	 0.344
5BZQ J1439+3712	14 39 20.58	+37 12 02.91	 1.027
5BZQ J1439+5827	14 39 42.84	+58 27 59.18	 0.425
5BZB J1439+4603	14 39 46.13	+46 03 11.01	 0.000
5BZB J1439+4958	14 39 46.98	+49 58 05.48	 0.000
5BZB J1439-1531	14 39 56.87	-15 31 50.59	 0.000
5BZU J1440+3820	14 40 22.33	+38 20 13.59	 1.775
5BZB J1440+0610	14 40 52.92	+06 10 16.10	 0.000
5BZQ J1441-3303	14 41 19.88	-33 03 24.40	 1.479
5BZQ J1441-3456	14 41 23.96	-34 56 45.99	 1.159
5BZQ J1441-1523	14 41 45.41	-15 23 36.31	 2.638
5BZQ J1442+3234	14 42 00.13	+32 34 20.31	 2.120
5BZB J1442+4348	14 42 07.14	+43 48 36.68	 0.000
5BZB J1442+1200	14 42 48.28	+12 00 40.28	 0.163
5BZB J1443+2515	14 43 34.39	+25 15 58.21	 0.529
5BZQ J1443+2501	14 43 56.88	+25 01 44.50	 0.939
5BZB J1443-3908	14 43 57.18	-39 08 39.69	 0.000
5BZQ J1443+6332	14 43 58.60	+63 32 26.41	 1.400
5BZG J1444+6336	14 44 34.90	+63 36 06.01	 0.298
5BZB J1445-0326	14 45 06.23	-03 26 12.51	 0.000
5BZU J1445-1614	14 45 09.58	-16 14 10.71	 0.496
5BZQ J1445+0958	14 45 16.46	+09 58 36.08	 3.520
5BZG J1445+0039	14 45 16.86	+00 39 34.30	 0.306
5BZB J1445-1629	14 45 53.38	-16 29 01.60	 0.000
5BZB J1446+4127	14 46 32.58	+41 27 29.91	 0.638
5BZQ J1446+1721	14 46 35.34	+17 21 07.59	 1.024
5BZB J1448+3608	14 48 00.58	+36 08 31.70	 0.000
5BZQ J1448-1620	14 48 15.05	-16 20 24.50	 2.417
5BZQ J1448+7601	14 48 28.78	+76 01 11.60	 0.899
5BZU J1448+0402	14 48 50.35	+04 02 19.89	 0.871
5BZQ J1448-1122	14 48 51.16	-11 22 15.70	 2.633
5BZU J1449+4221	14 49 20.70	+42 21 03.31	 0.179
5BZG J1449+2746	14 49 32.69	+27 46 21.61	 0.227
5BZQ J1449-2139	14 49 39.96	-21 39 24.69	 0.938
5BZQ J1450+0016	14 50 02.46	+00 16 29.49	 0.952
5BZQ J1450-3619	14 50 15.65	-36 19 38.20	 0.901
5BZQ J1450+0910	14 50 31.17	+09 10 27.98	 2.611
5BZB J1450+5201	14 50 59.99	+52 01 11.60	 0.000
5BZQ J1451-2329	14 51 02.51	-23 29 31.09	 2.215
5BZG J1451+5800	14 51 11.69	+58 00 03.09	 0.405
5BZB J1451+6354	14 51 27.71	+63 54 19.29	 0.650
5BZQ J1451-0127	14 51 47.40	-01 27 35.31	 1.326
5BZQ J1453+1036	14 53 01.49	+10 36 17.20	 2.274
5BZQ J1453+3505	14 53 18.53	+35 05 39.40	 0.721
5BZQ J1453-2522	14 53 44.21	-25 22 47.49	 1.202
5BZU J1453+2648	14 53 53.59	+26 48 33.40	 0.000
5BZB J1454+5124	14 54 27.11	+51 24 33.69	 0.000
5BZQ J1454-3747	14 54 27.41	-37 47 33.10	 0.314
5BZQ J1454+2955	14 54 32.29	+29 55 58.00	 0.578
5BZU J1454-4012	14 54 32.90	-40 12 32.50	 1.810
5BZQ J1454-2505	14 54 46.69	-25 05 12.51	 1.216
5BZB J1455+0250	14 55 07.44	+02 50 40.09	 0.000
5BZB J1456+5048	14 56 03.64	+50 48 25.88	 0.479
5BZQ J1457-3539	14 57 26.70	-35 39 10.00	 1.424
5BZU J1457+0749	14 57 38.13	+07 49 54.69	 1.838
5BZQ J1457-2819	14 57 44.59	-28 19 21.00	 1.999
5BZB J1458+4832	14 58 27.35	+48 32 45.99	 0.541
5BZB J1458+3720	14 58 44.79	+37 20 21.58	 0.333
5BZU J1458+0416	14 58 59.35	+04 16 13.80	 0.392
5BZU J1459+7140	14 59 07.57	+71 40 19.88	 0.910
5BZU J1459-1810	14 59 28.75	-18 10 45.19	 0.234
5BZQ J1459+4442	14 59 35.49	+44 42 07.88	 3.401
5BZB J1459+3141	14 59 48.67	+31 41 12.51	 0.636
5BZQ J1459+3337	14 59 58.44	+33 37 01.59	 0.645
5BZQ J1500+4751	15 00 48.65	+47 51 15.51	 1.059
5BZB J1501+2238	15 01 01.83	+22 38 06.28	 0.000
5BZB J1501+5527	15 01 06.25	+55 27 50.79	 0.000
5BZQ J1501-3828	15 01 40.49	-38 28 18.08	 1.152
5BZG J1502+2528	15 02 08.86	+25 28 32.59	 0.178
5BZB J1502+3350	15 02 33.95	+33 50 55.71	 0.000
5BZB J1503-1541	15 03 40.68	-15 41 13.88	 0.000
5BZB J1503+4759	15 03 47.99	+47 59 30.98	 0.000
5BZG J1504-0248	15 04 07.50	-02 48 16.48	 0.217
5BZQ J1504+0813	15 04 24.12	+08 13 39.61	 2.832
5BZQ J1504+1029	15 04 24.97	+10 29 39.19	 1.839
5BZB J1505-3432	15 05 02.36	-34 32 56.79	 0.000
5BZQ J1505+0326	15 05 06.47	+03 26 30.80	 0.409
5BZQ J1506+3730	15 06 09.53	+37 30 51.08	 0.672
5BZB J1506+4334	15 06 17.63	+43 34 13.51	 0.470
5BZQ J1506+8319	15 06 24.72	+83 19 27.98	 2.577
5BZB J1506-0540	15 06 37.00	-05 40 05.01	 0.518
5BZQ J1506-4008	15 06 37.19	-40 07 59.98	 1.031
5BZQ J1506+4933	15 06 44.10	+49 33 55.80	 1.397
5BZB J1506+0814	15 06 44.46	+08 14 00.59	 0.000
5BZQ J1506+4239	15 06 53.04	+42 39 23.00	 0.587
5BZG J1506+0219	15 06 53.81	+02 19 04.00	 0.220
5BZQ J1507-1652	15 07 04.79	-16 52 30.28	 0.876
5BZQ J1507+0415	15 07 59.72	+04 15 11.98	 1.703
5BZQ J1508+3347	15 08 23.71	+33 47 00.59	 2.209
5BZQ J1508+5604	15 08 24.72	+56 04 23.30	 0.978
5BZQ J1508-1548	15 08 35.68	-15 48 31.39	 2.499
5BZB J1508+2709	15 08 42.60	+27 09 07.70	 0.270
5BZQ J1509-4340	15 09 35.69	-43 40 32.08	 0.776
5BZB J1509+5556	15 09 47.94	+55 56 17.30	 0.000
5BZQ J1510+5702	15 10 02.92	+57 02 43.40	 4.313
5BZG J1510+3335	15 10 41.10	+33 35 04.70	 0.114
5BZQ J1510-0543	15 10 53.58	-05 43 07.39	 1.191
5BZU J1511+0518	15 11 41.27	+05 18 09.28	 0.084
5BZQ J1511-3242	15 11 50.41	-32 42 55.18	 1.105
5BZG J1512+0203	15 12 15.75	+02 03 16.99	 0.220
5BZQ J1512-0905	15 12 50.52	-09 05 59.78	 0.360
5BZQ J1513-3209	15 13 21.77	-32 09 32.61	 1.710
5BZQ J1513-1012	15 13 44.88	-10 12 00.28	 1.520
5BZQ J1513-2114	15 13 56.97	-21 14 57.51	 1.179
5BZB J1514+1903	15 14 33.74	+19 03 19.51	 0.000
5BZQ J1514+4450	15 14 36.64	+44 50 04.09	 0.570
5BZQ J1514-4748	15 14 40.02	-47 48 29.91	 1.551
5BZQ J1515+5934	15 15 26.68	+59 34 53.00	 0.622
5BZG J1515+2426	15 15 56.18	+24 26 20.11	 0.228
5BZB J1516-1523	15 16 18.49	-15 23 44.98	 0.000
5BZG J1516+0015	15 16 40.21	+00 15 01.90	 0.052
5BZG J1516+2918	15 16 41.58	+29 18 09.21	 0.130
5BZB J1516+1932	15 16 56.80	+19 32 12.98	 0.000
5BZQ J1517+1332	15 17 17.15	+13 32 24.39	 1.499
5BZB J1517-2422	15 17 41.81	-24 22 19.48	 0.048
5BZB J1517+6525	15 17 47.57	+65 25 23.30	 0.702
5BZG J1518+4045	15 18 38.89	+40 45 00.21	 0.065
5BZB J1520+5542	15 20 34.97	+55 42 56.98	 0.000
5BZQ J1520+4211	15 20 39.71	+42 11 11.29	 0.484
5BZQ J1520+0732	15 20 45.53	+07 32 30.19	 1.076
5BZB J1520-0348	15 20 48.90	-03 48 51.40	 0.000
5BZQ J1521+4336	15 21 49.61	+43 36 39.31	 2.168
5BZQ J1522+3144	15 22 09.98	+31 44 14.38	 1.489
5BZQ J1522-2936	15 22 25.49	-29 36 25.30	 2.126
5BZB J1522-2730	15 22 37.68	-27 30 10.80	 1.297
5BZB J1523+4606	15 23 21.78	+46 06 48.81	 0.000
5BZQ J1524+1521	15 24 41.61	+15 21 21.09	 0.630
5BZQ J1525+1107	15 25 02.93	+11 07 44.11	 0.333
5BZB J1525+2153	15 25 07.68	+21 53 43.00	 0.000
5BZQ J1525+4201	15 25 23.54	+42 01 17.00	 1.195
5BZQ J1525+3544	15 25 44.71	+35 44 46.89	 1.104
5BZQ J1526-0425	15 26 15.01	-04 25 09.98	 1.492
5BZQ J1526+6650	15 26 42.86	+66 50 54.60	 3.020
5BZQ J1526+0959	15 26 46.34	+09 59 10.50	 1.359
5BZQ J1527+3115	15 27 18.73	+31 15 24.40	 1.392
5BZB J1529+3812	15 29 13.55	+38 12 17.49	 0.000
5BZB J1530+5736	15 30 58.18	+57 36 25.19	 0.000
5BZQ J1531+4356	15 31 02.47	+43 56 37.60	 0.452
5BZG J1531+0852	15 31 37.03	+08 52 43.21	 0.159
5BZG J1531+4659	15 31 49.48	+46 59 13.81	 0.316
5BZG J1532+3016	15 32 02.23	+30 16 28.99	 0.065
5BZQ J1532-2716	15 32 02.57	-27 16 37.88	 0.890
5BZQ J1532-2310	15 32 31.35	-23 10 32.91	 2.289
5BZQ J1532+5130	15 32 32.29	+51 30 02.19	 1.878
5BZG J1532+3020	15 32 53.79	+30 20 59.49	 0.361
5BZB J1533+1854	15 33 11.25	+18 54 29.19	 0.307
5BZQ J1533-0421	15 33 14.21	-04 21 16.59	 0.840
5BZB J1533+3416	15 33 24.24	+34 16 40.18	 0.000
5BZQ J1534+4823	15 34 04.86	+48 23 40.88	 0.543
5BZQ J1534+4920	15 34 32.56	+49 20 49.20	 1.294
5BZB J1534+3715	15 34 47.20	+37 15 54.61	 0.143
5BZQ J1534+0131	15 34 52.44	+01 31 04.18	 1.428
5BZQ J1534-3526	15 34 54.68	-35 26 23.49	 1.515
5BZQ J1534+5839	15 34 57.24	+58 39 23.50	 1.904
5BZB J1535+5320	15 35 00.81	+53 20 37.21	 0.000
5BZQ J1535+1954	15 35 16.55	+19 54 51.29	 3.596
5BZB J1535+3922	15 35 29.02	+39 22 46.70	 0.257
5BZQ J1535+4957	15 35 52.03	+49 57 39.09	 1.121
5BZU J1536+3742	15 36 27.95	+37 42 06.91	 0.679
5BZB J1536+0138	15 36 46.74	+01 37 59.98	 0.311
5BZB J1536-3151	15 36 54.49	-31 51 15.08	 0.000
5BZQ J1537-1527	15 37 41.57	-15 27 12.49	 1.766
5BZQ J1538+4105	15 38 18.58	+41 05 48.30	 0.481
5BZB J1539-0658	15 39 09.60	-06 58 42.99	 0.000
5BZQ J1539+3104	15 39 16.17	+31 04 07.71	 1.211
5BZB J1539+4217	15 39 25.67	+42 17 28.10	 0.000
5BZQ J1539+2744	15 39 39.13	+27 44 38.18	 2.196
5BZG J1539+4143	15 39 51.37	+41 43 25.28	 0.119
5BZB J1540+8155	15 40 15.68	+81 55 05.59	 0.000
5BZB J1540+1447	15 40 49.49	+14 47 45.88	 0.605
5BZQ J1542+4938	15 42 32.03	+49 38 42.50	 0.590
5BZB J1542+6129	15 42 56.93	+61 29 55.28	 0.000
5BZQ J1543+1847	15 43 43.80	+18 47 19.78	 1.396
5BZQ J1544+3240	15 44 05.65	+32 40 48.28	 1.048
5BZG J1544+0458	15 44 18.71	+04 58 21.89	 0.326
5BZG J1544+5017	15 44 42.93	+50 17 11.50	 0.494
5BZQ J1545+5135	15 45 02.82	+51 35 00.88	 1.930
5BZU J1545+5259	15 45 04.91	+52 59 25.51	 0.291
5BZQ J1545+4751	15 45 08.52	+47 51 54.68	 1.277
5BZQ J1545+3452	15 45 10.96	+34 52 46.99	 0.516
5BZB J1546+0819	15 46 04.25	+08 19 13.40	 0.000
5BZU J1546+0026	15 46 09.53	+00 26 24.61	 0.558
5BZB J1546+1817	15 46 23.70	+18 17 15.28	 0.000
5BZB J1546-6837	15 46 44.34	-68 37 29.89	 0.190
5BZQ J1548+3511	15 48 17.92	+35 11 27.99	 0.479
5BZG J1548+6310	15 48 28.42	+63 10 51.09	 0.269
5BZB J1548-2251	15 48 49.77	-22 51 02.48	 0.192
5BZQ J1548+1727	15 48 55.09	+17 27 41.11	 1.879
5BZQ J1549+5038	15 49 17.46	+50 38 05.78	 2.172
5BZQ J1549+0237	15 49 29.44	+02 37 01.19	 0.414
5BZQ J1550+0527	15 50 35.27	+05 27 10.40	 1.422
5BZU J1550+1120	15 50 43.59	+11 20 47.40	 0.436
5BZQ J1551+5806	15 51 58.20	+58 06 44.38	 1.324
5BZB J1552+0850	15 52 03.25	+08 50 47.29	 0.000
5BZG J1552+3159	15 52 10.22	+31 59 09.09	 0.584
5BZB J1553+0601	15 53 31.06	+06 01 43.78	 0.619
5BZQ J1553+1256	15 53 32.69	+12 56 51.68	 1.309
5BZB J1553-3118	15 53 33.55	-31 18 30.88	 0.000
5BZQ J1554-2704	15 54 02.46	-27 04 40.18	 2.145
5BZB J1554+2414	15 54 12.06	+24 14 26.80	 0.301
5BZB J1554+2011	15 54 24.12	+20 11 25.40	 0.222
5BZB J1555+2141	15 55 00.58	+21 41 59.78	 1.286
5BZQ J1555-0326	15 55 30.75	-03 26 49.48	 2.300
5BZB J1555+1111	15 55 43.03	+11 11 24.39	 0.000
5BZQ J1556+3517	15 56 33.77	+35 17 57.30	 6.802
5BZQ J1556-7914	15 56 58.86	-79 14 04.30	 0.152
5BZU J1557+3304	15 57 29.94	+33 04 46.88	 0.943
5BZQ J1557-0001	15 57 51.42	-00 01 50.41	 1.770
5BZB J1558+5625	15 58 48.29	+56 25 14.08	 0.000
5BZB J1558+0228	15 58 48.36	+02 28 18.58	 0.000
5BZQ J1558+3323	15 58 55.19	+33 23 18.60	 1.661
5BZB J1559+4516	15 59 00.62	+45 16 57.21	 0.000
5BZQ J1559+0304	15 59 30.96	+03 04 48.28	 3.895
5BZQ J1559-2442	15 59 41.40	-24 42 38.80	 2.815
5BZB J1559+2316	15 59 52.20	+23 16 56.71	 0.000
5BZB J1601+0631	16 01 18.95	+06 31 36.01	 0.358
5BZU J1602+3326	16 02 07.26	+33 26 53.08	 1.100
5BZB J1602+3051	16 02 18.09	+30 51 09.28	 0.000
5BZU J1602+2646	16 02 39.61	+26 46 05.98	 0.372
5BZU J1603+1554	16 03 38.05	+15 54 02.41	 0.110
5BZB J1603+5009	16 03 39.49	+50 09 55.40	 0.000
5BZB J1603+1105	16 03 41.93	+11 05 48.69	 0.000
5BZB J1603-4904	16 03 50.68	-49 04 05.48	 0.000
5BZQ J1603+5730	16 03 55.92	+57 30 54.39	 2.850
5BZB J1604-4441	16 04 31.02	-44 41 31.99	 0.000
5BZB J1604+1733	16 04 36.65	+17 33 24.98	 0.000
5BZQ J1604+5714	16 04 37.34	+57 14 36.70	 0.720
5BZG J1604+3345	16 04 46.51	+33 45 21.81	 0.177
5BZB J1605+5421	16 05 19.06	+54 21 00.00	 0.212
5BZQ J1605+3001	16 05 33.05	+30 01 29.71	 2.404
5BZQ J1606+2032	16 06 05.82	+20 32 08.70	 0.383
5BZB J1606+1345	16 06 18.37	+13 45 32.79	 0.290
5BZB J1606+5630	16 06 20.87	+56 30 17.49	 0.450
5BZQ J1606+5405	16 06 23.57	+54 05 55.78	 0.876
5BZQ J1606+2717	16 06 58.30	+27 17 05.60	 0.934
5BZB J1607+1551	16 07 06.42	+15 51 34.41	 0.000
5BZB J1607+2541	16 07 40.59	+25 41 15.68	 0.534
5BZU J1608+6018	16 08 20.53	+60 18 28.18	 0.178
5BZQ J1608+5613	16 08 20.75	+56 13 56.38	 3.084
5BZQ J1608+4012	16 08 22.15	+40 12 17.78	 0.628
5BZQ J1608+1029	16 08 46.19	+10 29 07.80	 1.226
5BZB J1609+3421	16 09 09.77	+34 21 54.10	 0.000
5BZQ J1609+5354	16 09 13.19	+53 54 29.70	 0.992
5BZB J1610+4516	16 10 03.36	+45 16 41.80	 0.596
5BZB J1610+6710	16 10 04.07	+67 10 26.40	 0.000
5BZQ J1610-3958	16 10 21.88	-39 58 58.29	 0.518
5BZQ J1610+2414	16 10 42.02	+24 14 48.98	 1.449
5BZB J1610-6649	16 10 46.44	-66 49 01.19	 0.000
5BZB J1612-0438	16 12 04.87	-04 38 15.39	 0.000
5BZQ J1612-2239	16 12 28.40	-22 39 47.08	 1.540
5BZQ J1613+3412	16 13 41.05	+34 12 47.91	 1.397
5BZB J1614+2036	16 14 09.42	+20 36 02.08	 0.000
5BZB J1614+0047	16 14 15.19	+00 47 21.98	 0.000
5BZQ J1614+3746	16 14 46.95	+37 46 07.28	 1.532
5BZQ J1616+3023	16 16 02.58	+30 23 39.80	 2.452
5BZQ J1616+4632	16 16 03.77	+46 32 25.18	 0.950
5BZQ J1616+3636	16 16 06.01	+36 36 14.39	 1.364
5BZB J1616+2241	16 16 08.47	+22 41 07.40	 0.330
5BZQ J1616-7108	16 16 30.64	-71 08 31.41	 2.271
5BZG J1616+3756	16 16 32.92	+37 56 03.51	 0.202
5BZB J1616+3330	16 16 33.78	+33 30 43.41	 0.000
5BZQ J1616+0459	16 16 37.56	+04 59 32.71	 3.217
5BZQ J1616+3621	16 16 55.57	+36 21 34.48	 2.265
5BZB J1617+4106	16 17 06.31	+41 06 47.01	 0.267
5BZQ J1617+3801	16 17 48.41	+38 01 41.80	 1.607
5BZQ J1617-7717	16 17 49.27	-77 17 18.49	 1.710
5BZQ J1617+0246	16 17 49.91	+02 46 43.10	 1.339
5BZB J1618+3632	16 18 23.58	+36 32 01.78	 0.000
5BZQ J1618+0819	16 18 26.93	+08 19 50.70	 0.446
5BZB J1618+0622	16 18 30.59	+06 22 11.38	 0.000
5BZU J1618+2159	16 18 47.93	+21 59 25.51	 0.336
5BZQ J1619+3030	16 19 02.50	+30 30 51.58	 1.288
5BZQ J1619+0613	16 19 03.69	+06 13 02.20	 2.096
5BZQ J1619+2247	16 19 14.82	+22 47 47.90	 1.987
5BZQ J1619+5256	16 19 42.38	+52 56 13.41	 2.347
5BZQ J1620+3515	16 20 04.73	+35 15 54.50	 2.960
5BZQ J1620+4901	16 20 31.22	+49 01 53.29	 1.513
5BZB J1621-0031	16 21 15.22	-00 31 40.40	 0.000
5BZQ J1622+4006	16 22 29.33	+40 06 43.70	 0.688
5BZB J1622+4401	16 22 59.26	+44 01 42.88	 0.000
5BZQ J1623+6624	16 23 04.51	+66 24 01.11	 0.201
5BZQ J1623+3909	16 23 07.61	+39 09 32.39	 1.975
5BZQ J1623+3559	16 23 30.53	+35 59 33.21	 0.866
5BZB J1623+2841	16 23 32.29	+28 41 28.78	 0.377
5BZB J1623+4545	16 23 40.39	+45 45 19.51	 0.000
5BZQ J1623+0741	16 23 58.25	+07 41 30.51	 1.297
5BZQ J1624-6809	16 24 18.43	-68 09 12.49	 1.354
5BZQ J1624+3538	16 24 19.96	+35 38 45.31	 1.773
5BZQ J1624+3924	16 24 22.00	+39 24 40.89	 1.116
5BZQ J1624+5741	16 24 24.80	+57 41 16.29	 0.789
5BZB J1624+5652	16 24 32.17	+56 52 27.98	 0.000
5BZQ J1624-0649	16 24 32.93	-06 49 49.58	 3.307
5BZG J1624+3726	16 24 43.37	+37 26 42.39	 0.199
5BZU J1625-2527	16 25 46.88	-25 27 38.30	 0.786
5BZQ J1625+4347	16 25 53.31	+43 47 13.81	 1.048
5BZQ J1625+4134	16 25 57.66	+41 34 40.58	 2.550
5BZU J1626-2951	16 26 06.01	-29 51 27.00	 0.815
5BZB J1626+3513	16 26 25.85	+35 13 41.48	 0.498
5BZU J1626-7638	16 26 38.15	-76 38 55.50	 0.000
5BZB J1627+3149	16 27 12.97	+31 49 55.99	 0.000
5BZG J1628+2527	16 28 39.02	+25 27 55.90	 0.220
5BZQ J1628-1415	16 28 46.62	-14 15 41.90	 1.025
5BZQ J1629+4007	16 29 01.31	+40 07 59.91	 0.272
5BZQ J1630+0701	16 30 41.81	+07 01 09.08	 0.736
5BZB J1630+5221	16 30 43.13	+52 21 38.59	 0.000
5BZQ J1631+4927	16 31 16.54	+49 27 39.49	 0.520
5BZB J1631+4217	16 31 24.70	+42 17 02.39	 0.467
5BZQ J1631+5028	16 31 31.78	+50 28 22.51	 2.348
5BZB J1632+1758	16 32 14.52	+17 58 49.58	 0.287
5BZU J1632+8232	16 32 31.97	+82 32 16.40	 0.025
5BZQ J1632-0033	16 32 57.67	-00 33 21.09	 3.424
5BZU J1633+2112	16 33 19.74	+21 12 52.41	 0.198
5BZQ J1634-7310	16 34 58.56	-73 10 34.39	 1.944
5BZQ J1635+3808	16 35 15.48	+38 08 04.48	 1.814
